date,year_month,year,month,account_key,account,closed_won_revenue,cohort_month,customer_status
2017-07-01,2017-07,2017,7,55.0,Plusstrip,15441.0,2017-03,returning
2017-07-01,2017-07,2017,7,40.0,Iselectrics,10812.0,2017-03,returning
2017-07-01,2017-07,2017,7,84.0,Zotware,12024.0,2017-03,returning
2017-07-01,2017-07,2017,7,9.0,Cancity,15575.0,2017-03,returning
2017-07-01,2017-07,2017,7,35.0,Hatfan,518.0,2017-03,returning
2017-07-01,2017-07,2017,7,56.0,Plussunin,12196.0,2017-03,returning
2017-07-01,2017-07,2017,7,14.0,Dalttechnology,618.0,2017-03,returning
2017-07-01,2017-07,2017,7,70.0,Sunnamplex,4184.0,2017-03,returning
2017-07-01,2017-07,2017,7,77.0,Xx-holding,3362.0,2017-03,returning
2017-08-01,2017-08,2017,8,40.0,Iselectrics,48.0,2017-03,returning
2017-12-01,2017-12,2017,12,64.0,Singletechno,13692.0,2017-03,returning
2017-07-01,2017-07,2017,7,69.0,Sumace,5480.0,2017-03,returning
2017-11-01,2017-11,2017,11,54.0,Plexzap,10618.0,2017-03,returning
2017-11-01,2017-11,2017,11,41.0,J-Texon,15624.0,2017-03,returning
2017-12-01,2017-12,2017,12,63.0,Silis,2126.0,2017-03,returning
2017-12-01,2017-12,2017,12,7.0,Bluth Company,8318.0,2017-05,returning
2017-11-01,2017-11,2017,11,61.0,Scotfind,19808.0,2017-03,returning
2017-11-01,2017-11,2017,11,7.0,Bluth Company,8419.0,2017-05,returning
2017-11-01,2017-11,2017,11,56.0,Plussunin,7948.0,2017-03,returning
2017-12-01,2017-12,2017,12,75.0,Vehement Capital Partners,5623.0,2017-03,returning
2017-12-01,2017-12,2017,12,49.0,Mathtouch,16486.0,2017-03,returning
2017-11-01,2017-11,2017,11,17.0,Doncon,21912.0,2017-03,returning
2017-12-01,2017-12,2017,12,17.0,Doncon,11013.0,2017-03,returning
2017-12-01,2017-12,2017,12,22.0,Faxquote,23344.0,2017-03,returning
2017-12-01,2017-12,2017,12,83.0,Zoomit,6203.0,2017-03,returning
2017-12-01,2017-12,2017,12,34.0,Groovestreet,7900.0,2017-03,returning
2017-12-01,2017-12,2017,12,14.0,Dalttechnology,1040.0,2017-03,returning
2017-12-01,2017-12,2017,12,10.0,Cheers,10174.0,2017-03,returning
2017-12-01,2017-12,2017,12,69.0,Sumace,12261.0,2017-03,returning
2017-11-01,2017-11,2017,11,43.0,Kinnamplus,19743.0,2017-03,returning
2017-11-01,2017-11,2017,11,75.0,Vehement Capital Partners,5042.0,2017-03,returning
2017-12-01,2017-12,2017,12,9.0,Cancity,10977.0,2017-03,returning
2017-11-01,2017-11,2017,11,5.0,Bioplex,5237.0,2017-03,returning
2017-12-01,2017-12,2017,12,37.0,Initech,15390.0,2017-03,returning
2017-10-01,2017-10,2017,10,4.0,Bioholding,3786.0,2017-03,returning
2017-10-01,2017-10,2017,10,73.0,Treequote,15226.0,2017-03,returning
2017-10-01,2017-10,2017,10,49.0,Mathtouch,6154.0,2017-03,returning
2017-10-01,2017-10,2017,10,62.0,Scottech,12101.0,2017-03,returning
2017-10-01,2017-10,2017,10,9.0,Cancity,7032.0,2017-03,returning
2017-12-01,2017-12,2017,12,48.0,Massive Dynamic,4646.0,2017-03,returning
2017-10-01,2017-10,2017,10,57.0,Rangreen,22313.0,2017-03,returning
2017-10-01,2017-10,2017,10,23.0,Finhigh,4461.0,2017-03,returning
2017-10-01,2017-10,2017,10,28.0,Genco Pura Olive Oil Company,1240.0,2017-03,returning
2017-10-01,2017-10,2017,10,77.0,Xx-holding,11995.0,2017-03,returning
2017-10-01,2017-10,2017,10,69.0,Sumace,51.0,2017-03,returning
2017-10-01,2017-10,2017,10,25.0,Funholding,474.0,2017-03,returning
2017-11-01,2017-11,2017,11,10.0,Cheers,5929.0,2017-03,returning
2017-03-01,2017-03,2017,3,9.0,Cancity,7836.0,2017-03,new
2017-03-01,2017-03,2017,3,39.0,Isdom,45556.0,2017-03,new
2017-03-01,2017-03,2017,3,10.0,Cheers,11910.0,2017-03,new
2017-03-01,2017-03,2017,3,65.0,Sonron,21227.0,2017-03,new
2017-03-01,2017-03,2017,3,2.0,Betasoloin,19871.0,2017-03,new
2017-03-01,2017-03,2017,3,29.0,Globex Corporation,2843.0,2017-03,new
2017-03-01,2017-03,2017,3,25.0,Funholding,14052.0,2017-03,new
2017-03-01,2017-03,2017,3,6.0,Blackzim,5882.0,2017-03,new
2017-05-01,2017-05,2017,5,44.0,Konex,27470.0,2017-03,returning
2017-06-01,2017-06,2017,6,11.0,Codehow,20133.0,2017-03,returning
2017-06-01,2017-06,2017,6,44.0,Konex,14921.0,2017-03,returning
2017-05-01,2017-05,2017,5,33.0,Green-Plus,8240.0,2017-03,returning
2017-05-01,2017-05,2017,5,13.0,Conecom,11037.0,2017-03,returning
2017-05-01,2017-05,2017,5,54.0,Plexzap,15425.0,2017-03,returning
2017-05-01,2017-05,2017,5,63.0,Silis,5194.0,2017-03,returning
2017-05-01,2017-05,2017,5,81.0,Zathunicon,10963.0,2017-03,returning
2017-03-01,2017-03,2017,3,69.0,Sumace,9971.0,2017-03,new
2017-06-01,2017-06,2017,6,72.0,Toughzap,5664.0,2017-03,returning
2017-06-01,2017-06,2017,6,74.0,Umbrella Corporation,17504.0,2017-03,returning
2017-05-01,2017-05,2017,5,51.0,Newex,5523.0,2017-03,returning
2017-05-01,2017-05,2017,5,24.0,Finjob,13411.0,2017-03,returning
2017-04-01,2017-04,2017,4,42.0,Kan-code,13345.0,2017-03,returning
2017-04-01,2017-04,2017,4,80.0,Yearin,9375.0,2017-03,returning
2017-04-01,2017-04,2017,4,79.0,Y-corporation,30621.0,2017-03,returning
2017-04-01,2017-04,2017,4,32.0,Goodsilron,7858.0,2017-03,returning
2017-04-01,2017-04,2017,4,63.0,Silis,3390.0,2017-03,returning
2017-06-01,2017-06,2017,6,17.0,Doncon,3492.0,2017-03,returning
2017-04-01,2017-04,2017,4,12.0,Condax,16114.0,2017-03,returning
2017-04-01,2017-04,2017,4,3.0,Betatech,5885.0,2017-03,returning
2017-04-01,2017-04,2017,4,58.0,Rantouch,2754.0,2017-03,returning
2017-04-01,2017-04,2017,4,84.0,Zotware,5839.0,2017-03,returning
2017-04-01,2017-04,2017,4,38.0,Inity,7731.0,2017-03,returning
2017-08-01,2017-08,2017,8,74.0,Umbrella Corporation,20419.0,2017-03,returning
2017-09-01,2017-09,2017,9,51.0,Newex,8924.0,2017-03,returning
2017-09-01,2017-09,2017,9,6.0,Blackzim,27211.0,2017-03,returning
2017-08-01,2017-08,2017,8,39.0,Isdom,19755.0,2017-03,returning
2017-08-01,2017-08,2017,8,63.0,Silis,12520.0,2017-03,returning
2017-09-01,2017-09,2017,9,61.0,Scotfind,20830.0,2017-03,returning
2017-09-01,2017-09,2017,9,76.0,Warephase,14855.0,2017-03,returning
2017-08-01,2017-08,2017,8,35.0,Hatfan,4642.0,2017-03,returning
2017-09-01,2017-09,2017,9,33.0,Green-Plus,18953.0,2017-03,returning
2017-08-01,2017-08,2017,8,75.0,Vehement Capital Partners,8434.0,2017-03,returning
2017-09-01,2017-09,2017,9,35.0,Hatfan,27188.0,2017-03,returning
2017-09-01,2017-09,2017,9,24.0,Finjob,12624.0,2017-03,returning
2017-09-01,2017-09,2017,9,21.0,Fasehatice,6532.0,2017-03,returning
2017-09-01,2017-09,2017,9,52.0,Ontomedia,11956.0,2017-03,returning
2017-08-01,2017-08,2017,8,82.0,Zencorporation,514.0,2017-03,returning
2017-09-01,2017-09,2017,9,66.0,Stanredtax,18210.0,2017-03,returning
2017-07-01,2017-07,2017,7,85.0,Zumgoity,8155.0,2017-03,returning
2017-07-01,2017-07,2017,7,18.0,Donquadtech,1835.0,2017-03,returning
2017-07-01,2017-07,2017,7,45.0,Konmatfix,7193.0,2017-03,returning
2017-09-01,2017-09,2017,9,2.0,Betasoloin,9574.0,2017-03,returning
2017-07-01,2017-07,2017,7,15.0,dambase,47.0,2017-03,returning
2017-07-01,2017-07,2017,7,62.0,Scottech,625.0,2017-03,returning
2017-07-01,2017-07,2017,7,41.0,J-Texon,5416.0,2017-03,returning
2017-07-01,2017-07,2017,7,47.0,Lexiqvolax,1141.0,2017-03,returning
2017-07-01,2017-07,2017,7,38.0,Inity,13493.0,2017-03,returning
2017-08-01,2017-08,2017,8,55.0,Plusstrip,1469.0,2017-03,returning
2017-09-01,2017-09,2017,9,70.0,Sunnamplex,6601.0,2017-03,returning
2017-11-01,2017-11,2017,11,15.0,dambase,19809.0,2017-03,returning
2017-12-01,2017-12,2017,12,68.0,Streethex,10822.0,2017-03,returning
2017-11-01,2017-11,2017,11,65.0,Sonron,1015.0,2017-03,returning
2017-11-01,2017-11,2017,11,36.0,Hottechi,6704.0,2017-03,returning
2017-12-01,2017-12,2017,12,5.0,Bioplex,11787.0,2017-03,returning
2017-12-01,2017-12,2017,12,44.0,Konex,23105.0,2017-03,returning
2017-12-01,2017-12,2017,12,36.0,Hottechi,30286.0,2017-03,returning
2017-11-01,2017-11,2017,11,24.0,Finjob,15889.0,2017-03,returning
2017-11-01,2017-11,2017,11,52.0,Ontomedia,17522.0,2017-03,returning
2017-12-01,2017-12,2017,12,56.0,Plussunin,26847.0,2017-03,returning
2017-11-01,2017-11,2017,11,33.0,Green-Plus,9789.0,2017-03,returning
2017-12-01,2017-12,2017,12,59.0,Ron-tech,10679.0,2017-03,returning
2017-12-01,2017-12,2017,12,58.0,Rantouch,3550.0,2017-03,returning
2017-11-01,2017-11,2017,11,71.0,The New York Inquirer,6089.0,2017-03,returning
2017-12-01,2017-12,2017,12,61.0,Scotfind,17063.0,2017-03,returning
2017-11-01,2017-11,2017,11,35.0,Hatfan,1616.0,2017-03,returning
2017-12-01,2017-12,2017,12,60.0,Rundofase,16329.0,2017-03,returning
2017-12-01,2017-12,2017,12,16.0,Domzoom,9981.0,2017-03,returning
2017-12-01,2017-12,2017,12,40.0,Iselectrics,11125.0,2017-03,returning
2017-12-01,2017-12,2017,12,51.0,Newex,11091.0,2017-03,returning
2017-11-01,2017-11,2017,11,34.0,Groovestreet,6943.0,2017-03,returning
2017-10-01,2017-10,2017,10,85.0,Zumgoity,7528.0,2017-03,returning
2017-10-01,2017-10,2017,10,26.0,Ganjaflex,7847.0,2017-03,returning
2017-10-01,2017-10,2017,10,19.0,Dontechi,14080.0,2017-03,returning
2017-10-01,2017-10,2017,10,3.0,Betatech,17111.0,2017-03,returning
2017-12-01,2017-12,2017,12,39.0,Isdom,8834.0,2017-03,returning
2017-10-01,2017-10,2017,10,21.0,Fasehatice,19731.0,2017-03,returning
2017-10-01,2017-10,2017,10,59.0,Ron-tech,14670.0,2017-03,returning
2017-12-01,2017-12,2017,12,82.0,Zencorporation,5112.0,2017-03,returning
2017-10-01,2017-10,2017,10,14.0,Dalttechnology,10882.0,2017-03,returning
2017-10-01,2017-10,2017,10,53.0,Opentech,888.0,2017-03,returning
