Description,Agency (Dept or Stat Body),Agency address,Contract description/name,Award contract date,Contract value,Supplier name,Supplier address,Variation to contract (Yes/No),Specific confidentiality provision used,Procurement method,Reason for use of limited tendering,Form of contract,Number of offers sought,Evaluation criteria and weightings,Deliverables,Contract milestones,Contract performance management,Contract reference number,Contract category group,Parent contract number/SOA,Variation comments,Commence date,Supplier ABN,Finish date
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Reference Materials,15/12/2022,25010,Oxford University Press Uk,"Oxford, Uk",No,No,,,,,,,,,1989510,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Reference Materials,15/12/2022,36138,Oxford University Press Uk,"Oxford, Uk",No,No,,,,,,,,,1989519,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Reference Materials,15/12/2022,36431,Oxford University Press Uk,"Oxford, Uk",No,No,,,,,,,,,1989520,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Reference Materials,15/12/2022,12875,Oxford University Press Uk,"Oxford, Uk",No,No,,,,,,,,,1989522,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Reference Materials,16/12/2022,319240,Ebsco International Inc,"North Sydney, Nsw",No,No,,,,,,,,,GU-1353,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Reference Materials,16/12/2022,28165,Ebsco International Inc,"North Sydney, Nsw",No,No,,,,,,,,,1990572,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Reference Materials,16/12/2022,26482,Igroup ( Asia Pacific) Ltd,"Cheung Sha Wan, Hk",No,No,,,,,,,,,1990145,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Reference Materials,16/12/2022,310458,Thomson Legal & Regulatory Limited,"Sydney, Nsw",No,No,,,,,,,,,1989690,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Reference Materials,17/12/2022,19644,Iop Publishing Ltd,"Bristol, Uk",No,No,,,,,,,,,1990498,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Reference Materials,17/12/2022,43730,Techstreet Pty Ltd,"Melbourne, Vic",No,No,,,,,,,,,1989701,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Consultancy Services,18/12/2022,16225,Empirical Research Development,"West Footscray, Vic",No,No,,,,,,,,,1990769,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Reference Materials,18/12/2022,101182,John Wiley & Sons Australia Ltd,"Milton, Qld",No,No,,,,,,,,,1991072,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Marketing Fees,18/12/2022,18736,Queensland Tertiary Admissions Centre Lt,"Milton, Qld",No,No,,,,,,,,,1992168,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Reference Materials,21/12/2022,101356,Proquest Llc,"Chicago, Usa",No,No,,,,,,,,,GU-1434,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Reference Materials,22/12/2022,266092,Council Of Aust. University Librarians,"Deakin, Act",No,No,,,,,,,,,1991570,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Reference Materials,22/12/2022,39113,Iop Publishing Ltd,"Bristol, Uk",No,No,,,,,,,,,1991841,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Consultancy Services,22/12/2022,13749,More Partnership Limited,UK,No,No,,,,,,,,,1990845,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Consultancy Services,22/12/2022,20625,The Trustee For Granted Group Unit Trust,"Bentleigh, Vic",No,No,,,,,,,,,1990773,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Consultancy Services,25/12/2022,14080,The Knowledge Brokering Group Pty Ltd,"Civic Square, Act",No,No,,,,,,,,,1993879,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Reference Materials,29/12/2022,2132714,Informa Uk Ltd,UK,No,No,Limited,b - (iii) The absence of competition for technical reasons which can only be supplied by a particular supplier and no reasonable alternative exists,,,,,,,GU-1400,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Commission Payment,29/12/2022,356747,Pearson Australia Group Pty Ltd,"Sydney, Nsw",No,No,,,,,,,,,1992388,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Reference Materials,29/12/2022,16658,Publicious Pty Ltd,"Coolangatta, Qld",No,No,,,,,,,,,1991829,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Reference Materials,29/12/2022,342615,Springer Customer Service Centre Gmbh,"Heidelberg, Germany",No,No,,,,,,,,,1992158,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Marketing Fees,30/12/2022,11770,Blueberry College & Universitet,"Stockholm, Sweden",No,No,,,,,,,,,1992412,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Event Expenditure,30/12/2022,12604,Meredith Shaw Pty. Limited,"Potts Point, Nsw",No,No,,,,,,,,,1992081,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Consultancy Services,30/12/2022,55899,Richmond Associates Australia Pty Ltd,"Surry Hills, Nsw",No,No,,,,,,,,,1994401 2005345 2005344 2015443,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Reference Materials,31/12/2022,126344,Elsevier Inc.,USA,No,No,,,,,,,,,1992402,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Reference Materials,31/12/2022,5075117,Elsevier Inc.,USA,No,No,Limited,b - (iii) The absence of competition for technical reasons which can only be supplied by a particular supplier and no reasonable alternative exists,,,,,,,GU-1408,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Reference Materials,31/12/2022,48199,Proquest Llc,"Chicago, Usa",No,No,,,,,,,,,1992165,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Consultancy Services,31/12/2022,129812,Qs Enrolment Solutions (Australia) Pty L,"Melbourne, Vic",No,No,,,,,,,,,1992784,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Event Expenditure,1/01/2023,15768,Australian Catering Services,"Coorparoo, Qld",No,No,,,,,,,,,1993899,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Marketing Fees,1/01/2023,34779,Nw Group Australasia Pty Ltd,"Rydalmere, Nsw",No,No,,,,,,,,,1992901,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Reference Materials,1/01/2023,43502,Proquest Llc,"Chicago, Usa",No,No,,,,,,,,,1989657,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Reference Materials,2/01/2023,337040,Lexis Nexis,"Chatswood, Nsw",No,No,,,,,,,,,1992413,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Audio Visual Equipment,3/01/2023,64339,Allied Technologies Australia Pty Ltd,"Newstead, Qld",No,No,,,,,,,,,373908,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Audio Visual Equipment,3/01/2023,31700,Allied Technologies Australia Pty Ltd,"Newstead, Qld",No,No,,,,,,,,,374017,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Building Construction & Maintenance,3/01/2023,31900,Altitude Facade Access Consulting Pty Lt,"Melbourne, Vic",No,No,,,,,,,,,373897,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Pathology Expenditure,3/01/2023,19395,Australian Genome Research Facility Ltd,"St Lucia, Qld",No,No,,,,,,,,,373922,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Consultancy Services,3/01/2023,33000,Colliers International (Brisbane) P/L,"Brisbane, Qld",No,No,,,,,,,,,373893,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Telecommunications Expenditure,3/01/2023,32726,Data #3 Limited,"Indooroopilly, Qld",No,No,,,,,,,,,373933,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Consultancy Services,3/01/2023,95700,Decipher Bureau Qld Pty Ltd,"Bowen Hills, Qld",No,No,,,,,,,,,373932,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Consultancy Services,3/01/2023,267300,Decipher Bureau Qld Pty Ltd,"Bowen Hills, Qld",Yes,No,,,,,,,,,373936,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Consultancy Services,3/01/2023,267300,Decipher Bureau Qld Pty Ltd,"Bowen Hills, Qld",Yes,No,,,,,,,,,373937,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Consultancy Services,3/01/2023,1556808,Deloitte Consulting Pty Limited,"Brisbane, Qld",No,No,Selective,,,,,,,,373931,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Building Construction & Maintenance,3/01/2023,522246,Dm2Architecture Pty Ltd,"Petrie Terrace, Qld",No,No,Selective,,,,,,,,373934,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Consultancy Services,3/01/2023,52250,Dot Dash Events Pty Ltd,"Manly, QLD",No,No,,,,,,,,,373961,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Building Construction & Maintenance,3/01/2023,11451,E.D.C. Systems Pty Ltd,"Cannon Hill, Qld",No,No,,,,,,,,,374025,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Consultancy Services,3/01/2023,102520,Employer Branding Australia Pty Ltd,"Paddington, Qld",No,No,,,,,,,,,373890,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Laboratory Consumables,3/01/2023,60202,Henry Schein Regional Trust,"South Brisbane, Qld",No,No,,,,,,,,,373942,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Scientific Equipment,3/01/2023,11000,In Vitro Technologies Pty Ltd,"Noble Park, Vic",No,No,,,,,,,,,373944,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Consultancy Services,3/01/2023,18920,Kasna Cloud Pty Ltd,"Melbourne, Vic",No,No,,,,,,,,,374029,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Building Construction & Maintenance,3/01/2023,20840,Lightbox Architecture &Interiors Pty Ltd,"Keperra, Qld",No,No,,,,,,,,,374026,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Laboratory Consumables,3/01/2023,19350,Medi-Dent Pty Ltd,"Braeside, VIC",No,No,,,,,,,,,373940,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Scientific Equipment,3/01/2023,260828,Nsk Oceania Pty Ltd,"Rosebery, Nsw",No,No,,,,,,,,,373914,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Laboratory Consumables,3/01/2023,116068,One Dental Pty Ltd,"Castle Hill, NSW",No,No,,,,,,,,,373939,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Consultancy Services,3/01/2023,110616,Pocketknife Ltd,New Zealand,No,No,,,,,,,,,373913,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Scientific Equipment,3/01/2023,22132,Roger Brandon Technical Services,Qld,No,No,,,,,,,,,373891,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Scientific Equipment,3/01/2023,93500,Shimadzu Scientific Inst. (Oceania)P/L,"Rydalmere, NSW",No,No,,,,,,,,,373915,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Scientific Equipment,3/01/2023,28600,The Dentists Workshop Pty Ltd,"Bayswater, Vic",No,No,,,,,,,,,373900,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Marketing Fees,3/01/2023,20900,The Lab Insight And Strategy Brisbane Pt,"Bowen Hills, Qld",No,No,,,,,,,,,374016,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Scientific Equipment,3/01/2023,10962,Thermo Fisher Scientific Australia,"Scoresby, Vic",No,No,,,,,,,,,373899,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Equipment Maintenance,3/01/2023,13860,Vald Performance (Aust) Pty Ltd,"Newstead, Qld",No,No,,,,,,,,,373894,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Audio Visual Equipment,3/01/2023,15325,Videopro Pty Ltd,"Eagle Farm, Qld",No,No,,,,,,,,,373909,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Audio Visual Equipment,3/01/2023,14565,Videopro Pty Ltd,"Eagle Farm, Qld",No,No,,,,,,,,,373929,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Equipment Maintenance,3/01/2023,13860,Vald Performance (Aust) Pty Ltd,"Newstead, Qld",No,No,,,,,,,,,373894,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Audio Visual Equipment,3/01/2023,15325,Videopro Pty Ltd,"Eagle Farm, Qld",No,No,,,,,,,,,373909,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Audio Visual Equipment,3/01/2023,14565,Videopro Pty Ltd,"Eagle Farm, Qld",No,No,,,,,,,,,373929,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Building Construction & Maintenance,4/01/2023,70522,A1 Building & Property Solutions Pty Ltd,"The Gap, Qld",No,No,,,,,,,,,374047,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",External Course Delivery,4/01/2023,32400,Airlangga Global Engagement,Indonesia,No,No,,,,,,,,,1994817,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Audio Visual Equipment,4/01/2023,40656,Allied Technologies Australia Pty Ltd,"Newstead, Qld",No,No,,,,,,,,,374048,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Equipment Maintenance,4/01/2023,12315,Sse Specialised Stage Engineering P/L,"Loganholme, Qld",No,No,,,,,,,,,1992818,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Event Expenditure,4/01/2023,17380,Technical Event Managers,"Pomona, Qld",No,No,,,,,,,,,374034,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Building Construction & Maintenance,5/01/2023,12980,Above & Beyond Rope Access Pty Ltd,"Bundall, Qld",No,No,,,,,,,,,374059,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Printing Expenses,5/01/2023,27500,Apac Media,"West End, Qld",No,No,,,,,,,,,1993737,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Laboratory Consumables,5/01/2023,49500,Becton Dickinson Pty Ltd,"Eight Mile Plains, Qld",No,No,,,,,,,,,374067,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",External Course Delivery,5/01/2023,29390,Community Power Agency Co-Operative Limi,"Chippendale, Nsw",No,No,,,,,,,,,1993889,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Laboratory Consumables,5/01/2023,22000,Dentsply Sirona Pty Ltd,"Mount Waverley, Vic",No,No,,,,,,,,,374069,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Building Construction & Maintenance,5/01/2023,19047,E.D.C. Systems Pty Ltd,"Cannon Hill, Qld",No,No,,,,,,,,,374079,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Building Construction & Maintenance,5/01/2023,12029,E.D.C. Systems Pty Ltd,"Cannon Hill, Qld",No,No,,,,,,,,,374080,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Laboratory Consumables,5/01/2023,22000,Ormco Pty Ltd,"North Ryde, Nsw",No,No,,,,,,,,,374068,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Marketing Fees,5/01/2023,26400,Queensland Performing Arts Trust,"Brisbane, Qld",No,No,,,,,,,,,374061,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Building Construction & Maintenance,5/01/2023,10230,Radiation Protection Services Pty Ltd,"Annerley, Qld",No,No,,,,,,,,,374076,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Scientific Equipment,5/01/2023,141614,Radiation Saunders,"Wattle Grove, NSW",No,No,,,,,,,,,374077,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Consultancy Services,5/01/2023,19074,Unijobs Global Pty Ltd,"Brighton, Vic",No,No,,,,,,,,,1994396,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Consultancy Services,5/01/2023,19074,Unijobs Global Pty Ltd,"Brighton, Vic",No,No,,,,,,,,,1994396,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Consultancy Services,6/01/2023,33880,Outside Opinion Pty Ltd,"Carlton North, VIC",No,No,,,,,,,,,374101,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Telecommunications Expenditure,6/01/2023,19514,Superloop (Operations) Pty Ltd,"Brisbane, Qld",No,No,,,,,,,,,374108,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Laboratory Consumables,7/01/2023,13890,Agilent Technologies Australia Pty Ltd,"Mulgrave, Vic",No,No,,,,,,,,,374116,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Building Construction & Maintenance,7/01/2023,32450,Arklab Architecture Pty Ltd,"Spring Hill, Qld",Yes,No,,,,,,,,,374119,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Consultancy Services,7/01/2023,20000,Michael Glenn Thompson,Qld,No,No,,,,,,,,,374118,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Building Construction & Maintenance,8/01/2023,529978,Arnold Electrical & Data Installations P,"Salisbury, Qld",No,No,Selective,,,,,,,,374123,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Building Construction & Maintenance,8/01/2023,66838,Wormald Australia Pty Ltd,"Murarrie, Qld",No,No,,,,,,,,,374120,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Building Construction & Maintenance,8/01/2023,66838,Wormald Australia Pty Ltd,"Murarrie, Qld",No,No,,,,,,,,,374120,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Scientific Equipment,9/01/2023,660000,Fei Australia Pty Ltd,"Scoresby, VIC",No,No,Selective,,,,,,,,374129,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Equipment Purchase,9/01/2023,43733,Rural Medical Education Australia Ltd,"Toowoomba, Qld",No,No,,,,,,,,,374158,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Furniture,9/01/2023,10340,Zenith Interiors Pty Ltd,"Brisbane, Qld",No,No,,,,,,,,,374144,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Furniture,9/01/2023,10340,Zenith Interiors Pty Ltd,"Brisbane, Qld",No,No,,,,,,,,,374144,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Reference Materials,10/01/2023,168872,Aip Publishing Llc,USA,Yes,No,,,,,,,,,GU-1435,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Conference Expenses,10/01/2023,28215,Auidf,"Redhead, NSW",No,No,,,,,,,,,1994821,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Memberships/Subscriptions,10/01/2023,13200,Australian Network On Disability Ltd,"Sydney, NSW",No,No,,,,,,,,,1994747,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Subscription/Licence Fees Software,10/01/2023,672520,Banki Haddock Fiora,"Sydney, NSW",No,No,Limited,b - (iii) The absence of competition for technical reasons which can only be supplied by a particular supplier and no reasonable alternative exists,,,,,,,374172,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Chemical/Biological Products,10/01/2023,87978,Bio-Strategy Pty Limited,"Campbellfield, VIC",No,No,,,,,,,,,374169,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Memberships/Subscriptions,10/01/2023,22795,Council Of Aust. University Librarians,"Deakin, Act",No,No,,,,,,,,,1995532,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Building Construction & Maintenance,10/01/2023,137500,Diligent Fire Pty Ltd,"Albion, Qld",No,No,,,,,,,,,374198,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Memberships/Subscriptions,10/01/2023,13135,Ecctis Ltd,England,No,No,,,,,,,,,1995911,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Printing Expenses,10/01/2023,12100,Eighty20 Communications Pty Ltd,"Fairlight, NSW",No,No,,,,,,,,,1994741,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Building Construction & Maintenance,10/01/2023,27500,Halogen Pools,"Miami, Qld",No,No,,,,,,,,,374197,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Audit Fees,10/01/2023,21450,Institute Of Internal Auditors Australia,"Sydney, NSW",No,No,,,,,,,,,1995306,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Consultancy Services,10/01/2023,17600,Queensland Allergy Services Pty Ltd,"Southport, Qld",No,No,,,,,,,,,374204,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Subscription/Licence Fees Software,10/01/2023,266156,Screenrights,"Neutral Bay, Nsw",No,No,,,,,,,,,374168,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Reference Materials,10/01/2023,22350,Springer Customer Service Centre Gmbh,"Heidelberg, Germany",No,No,,,,,,,,,1995389,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Consultancy Services,10/01/2023,15631,The Trustee For Guidelight Unit Trust,"Robina, Qld",No,No,,,,,,,,,1994744,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Consultancy Services,10/01/2023,20000,Tristan William Casey,Qld,No,No,,,,,,,,,1994378,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Chemical/Biological Products,11/01/2023,33000,Animal Resources Centre - Wa,"Canning Vale, WA",No,No,,,,,,,,,374252,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Chemical/Biological Products,11/01/2023,88000,Animal Resources Centre - Wa,"Canning Vale, WA",No,No,,,,,,,,,374253,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Building Construction & Maintenance,11/01/2023,50875,Fire Risk Consultants Pty Ltd,"Glengarry,VIC",No,No,,,,,,,,,374282,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Consultancy Services,11/01/2023,13571,Fyfe Pty Ltd,"Brisbane, Qld",Yes,No,,,,,,,,,374283,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Subscription/Licence Fees Software,11/01/2023,40689,Get Smart Consultancy Pty Ltd,"Millingandi, NSW",No,No,,,,,,,,,374256,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Subscription/Licence Fees Software,11/01/2023,17600,Higher Ed Services Pty Ltd,"Sydney, NSW",No,No,,,,,,,,,374262,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Building Construction & Maintenance,11/01/2023,153895,Steadfast Projects Pty Ltd,"Upper Kedron, Qld",Yes,No,,,,,,,,,374250,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Chemical/Biological Products,12/01/2023,33000,Animal Resources Centre - Wa,"Canning Vale, WA",No,No,,,,,,,,,374313,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Chemical/Biological Products,12/01/2023,220000,Animal Resources Centre - Wa,"Canning Vale, WA",No,No,,,,,,,,,374314,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Equipment Maintenance,12/01/2023,10650,Dewpoint Air,"Newmarket, Qld",No,No,,,,,,,,,374309,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Cleaning Services,12/01/2023,170500,Iss Facility Services Australia Limited,"Murarrie, Qld",No,No,,,,,,,,,374311,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Laboratory Consumables,12/01/2023,55000,Ivoclar Vivadent Pty Ltd,"Noble Park, Vic",No,No,,,,,,,,,374330,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Freight Fees,12/01/2023,15400,Labcabs Pty Ltd,"Cannon Hill, Qld",No,No,,,,,,,,,374333,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Equipment Maintenance,12/01/2023,21574,Nissin Dental Products,Netherlands,No,No,,,,,,,,,374334,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Audio Visual Equipment,12/01/2023,426311,Pixel Line Pty Ltd,"Milton, Qld",No,No,,,,,,,,,374356,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Consultancy Services,12/01/2023,41030,Price Waterhouse Coopers,"Sydney, Nsw",No,No,,,,,,,,,1994156,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Equipment Maintenance,12/01/2023,10787,Renishaw Oceania Pty Ltd,"Keysborough, VIC",No,No,,,,,,,,,374352,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Laboratory Consumables,12/01/2023,13324,Siegert Wafer Gmbh,"Rhine Westphalia, Germany",No,No,,,,,,,,,374332,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Consultancy Services,12/01/2023,220066,Software Education Australia Pty Ltd,"Brisbane, Qld",No,No,,,,,,,,,374319,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Building Construction & Maintenance,13/01/2023,27500,Global Integrated Solutions Limited,"Rosedale, Qld",No,No,,,,,,,,,374357,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Chemical/Biological Products,13/01/2023,11000,New England Biolabs Pty Ltd,"Notting Hill, VIC",No,No,,,,,,,,,374379,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Event Expenditure,13/01/2023,24244,Qt Gold Coast,"Surfers Paradise, Qld",No,No,,,,,,,,,374381,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Chemical/Biological Products,13/01/2023,16500,Sigma Aldrich Pty Ltd,"Castle Hill, NSW",No,No,,,,,,,,,374374,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Chemical/Biological Products,16/01/2023,19987,Bio-Strategy Pty Limited,"Campbellfield, VIC",No,No,,,,,,,,,374433,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Laboratory Consumables,16/01/2023,27500,Blackwoods,"Goodna,QLD",No,No,,,,,,,,,374423,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Building Construction & Maintenance,16/01/2023,176428,Carseldine Air Conditioning Pty. Ltd.,"Everton Hills, Qld",No,No,,,,,,,,,374412,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Legal Fees,16/01/2023,19800,Clayton Utz,"Brisbane, Qld",No,No,,,,,,,,,374444,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Legal Fees,16/01/2023,33000,Clayton Utz,"Brisbane, Qld",No,No,,,,,,,,,374445,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Electricity / Gas Supply,16/01/2023,110000,Elgas Limited,"Sydney, NSW",No,No,,,,,,,,,374429,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Building Construction & Maintenance,16/01/2023,110000,Fire E.M.T. Pty Ltd,"Burpengary, QLD",No,No,,,,,,,,,374411,,,,,,
