Description,Agency (Dept or Stat Body),Agency address,Contract description/name,Award contract date,Contract value,Supplier name,Supplier address,Variation to contract (Yes/No),Specific confidentiality provision used,Procurement method,Reason for use of limited tendering,Form of contract,Number of offers sought,Evaluation criteria and weightings,Deliverables,Contract milestones,Contract performance management,Contract reference number,Contract category group,Parent contract number/SOA,Variation comments,Commence date,Supplier ABN,Finish date
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Scientific Equipment,27/11/2024,48717,SDR Scientific,"Chatswood, Nsw",No,,,,,,,,,,395447,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Scientific Equipment,27/11/2024,14142,Thermo Fisher Scientific Australia,"Scoresby, Vic",No,,,,,,,,,,395461,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Scientific Equipment,27/11/2024,112615,Thermo Fisher Scientific Australia,"Scoresby, Vic",No,,,,,,,,,,395476,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Building Construction & Maintenance,28/11/2024,12582,Comap Pty Ltd,"Melrose Park, Sa",No,,,,,,,,,,395553,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Subscription/Licence Fees Software,28/11/2024,148150,D2L AUSTRALIA PTY LTD,"Melbourne, Vic",No,,,,,,,,,,395523,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",IT Equipment,28/11/2024,18851,Hewlett-Packard Australia Pty Ltd,"Blackburn, Vic",No,,,,,,,,,,395515,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Computer Equipment,28/11/2024,11565,JB Hi Fi Group Pty Ltd,"Macgregor, Qld",No,,,,,,,,,,395526,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Laboratory Consumables,28/11/2024,12540,One Dental Pty Ltd,"Castle Hill, Nsw",No,,,,,,,,,,395529,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Scientific Equipment,28/11/2024,121373,Portable Analytical Solutions Pty Ltd,"West Gosford, Nsw",No,,,,,,,,,,395554,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Subscription/Licence Fees Software,28/11/2024,24833,Salesforce,"Sydney, Nsw",No,,,,,,,,,,395531,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Subscription/Licence Fees Software,29/11/2024,335355,Adobe Systems Software Ireland Ltd,Ireland,No,,,,,,,,,,395555,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Memberships/Subscriptions,29/11/2024,55261,CAUDIT,"Kingston, Act",No,,,,,,,,,,395564,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy Services,29/11/2024,14529,CyberCX Pty Ltd,"Melbourne, Vic",No,,,,,,,,,,395563,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Building Construction & Maintenance,29/11/2024,62810,Indesign Access,"Banyo, Qld",No,,,,,,,,,,395578,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Building Construction & Maintenance,29/11/2024,15422,LIGHTBOX ARCHITECTURE &INTERIORS PTY LTD,"Keperra, Qld",No,,,,,,,,,,395580,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Equipment Purchase,29/11/2024,10835,Moffat Pty Ltd,"Mulgrave, Vic",No,,,,,,,,,,395565,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy Services,29/11/2024,299981,MOQdigital Pty Ltd,"Spring Hill, Qld",No,,,,,,,,,,395557,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Equipment Purchase,29/11/2024,36994,Russtor Music,"Albany Creek, Qld",No,,,,,,,,,,395562,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Scientific Equipment,29/11/2024,10989,Scitek Australia Pty Ltd,"Milsons Point, Nsw",No,,,,,,,,,,395574,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Building Construction & Maintenance,29/11/2024,19558,Thomas Textiles,"Archerfield, Qld",No,,,,,,,,,,395588,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Computer Equipment,30/11/2024,10406,JB Hi Fi Group Pty Ltd,"Macgregor, Qld",No,,,,,,,,,,395597,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy Services,2/12/2024,44000,Evie'S Editing Services,"Yeronga, Qld",No,,,,,,,,,,395618,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Building Construction & Maintenance,2/12/2024,36045,Froth Build Pty Ltd,"Palm Beach, Qld",No,,,,,,,,,,395609,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy Services,2/12/2024,55000,Impact Communication,"Holland Park, Qld",No,,,,,,,,,,395620,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Scientific Equipment,2/12/2024,159754,Innovatio Dental Supplies Pty Ltd,"Homebush, Nsw",No,,,,,,,,,,395631,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy Services,2/12/2024,55000,Squiz Australia Pty Ltd,"Sydney, Nsw",No,,,,,,,,,,395624,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy Services,2/12/2024,15000,Tailored Editing Services,"Forest Lake, Qld",No,,,,,,,,,,395621,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy Services,2/12/2024,20207,Verticurl Marketing Services Pty Ltd,"Millers Point, Nsw",No,,,,,,,,,,395649,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Laboratory Consumables,3/12/2024,84592,Biotools Pty Ltd,"Keperra, Qld",No,,,,,,,,,,395719,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Reference Materials,3/12/2024,55774,Bmj Publishing Group Ltd,Uk,No,,,,,,,,,,2103238,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",External Course Delivery,3/12/2024,20800,City University Of Macau,Macau,No,,,,,,,,,,2104981,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Reference Materials,3/12/2024,162213,Clarivate Analytics (Uk) Limited,Uk,No,,,,,,,,,,2104292,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Subscription/Licence Fees Software,3/12/2024,46690,Class Technologies Inc,Usa,Yes,,,,,,,,,,GU-2775,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Accreditation Fees,3/12/2024,37818,Council Of Pharmacy Register Authorities,"Civic Square, Qct",No,,,,,,,,,,2103513,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Building Construction & Maintenance,3/12/2024,10582,Crown Mechanical Electrical Pty Ltd,"Rochedale South, Qld",No,,,,,,,,,,395715,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy Services,3/12/2024,10340,Customer Service Benchmarking Australia,"Collins Street West, Vic",No,,,,,,,,,,395728,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Building Construction & Maintenance,3/12/2024,37406,Descab Pty Ltd T/A Qld Multi Trades,"Tingalpa, Qld",No,,,,,,,,,,395669,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Subscription/Licence Fees Software,3/12/2024,2041576,Endpoint Iq,"Toowong, Qld",No,,Open,,,,,,,,GU-2790,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Memberships/Subscriptions,3/12/2024,39210,English Language Testing Limited,Uk,No,,,,,,,,,,395730,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Reference Materials,3/12/2024,38727,Euromonitor International Ltd.,Uk,No,,,,,,,,,,2104145,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Building Construction & Maintenance,3/12/2024,32698,Holmes Australia Limited Partnership,"Fortitude Valley, Qld",No,,,,,,,,,,395701,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Marketing Fees,3/12/2024,23100,Idp Education Pty Ltd,"Melbourne, Vic",No,,,,,,,,,,2106542,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Reference Materials,3/12/2024,36207,Igroup (Australasia) Pty Ltd,"Melbourne, Vic",No,,,,,,,,,,2103240,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",External Course Delivery,3/12/2024,39774,Lena Passi Women'S Shelter (Assoc. Inc),"Thursday Island, Qld",No,,,,,,,,,,2105943,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Memberships/Subscriptions,3/12/2024,11388,Nationwide News Pty. Limited,"Surry Hills, Nsw",No,,,,,,,,,,2106140,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy Services,3/12/2024,22000,Outside Opinion Pty Ltd,"St Andrews Beach, Vic",No,,,,,,,,,,2105632,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Building Construction & Maintenance,3/12/2024,168254,Raylinc Agencies Pty Ltd,"Acacia Ridge, Qld",No,,,,,,,,,,395671,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Subscription/Licence Fees Software,3/12/2024,14496,"Roboflow, Inc.",Usa,No,,,,,,,,,,395680,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Building Construction & Maintenance,3/12/2024,20405,Spearhead Engineering Pty Ltd,"Coorparoo, Qld",No,,,,,,,,,,395716,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy Services,4/12/2024,25168,Blight Rayner Architecture Pty Ltd,"Brisbane, Qld",Yes,,,,,,,,,,395744,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Scientific Equipment,4/12/2024,16010,Henry Schein Regional Trust,"South Brisbane, Qld",No,,,,,,,,,,395791,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",IT Equipment,4/12/2024,40016,Hewlett-Packard Australia Pty Ltd,"Blackburn, Vic",No,,,,,,,,,,395776,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Building Construction & Maintenance,4/12/2024,100749,Otis Elevator Co Pty Ltd,"Milton, Qld",No,,,,,,,,,,395748,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy Services,4/12/2024,17578,Peak Services Pty Ltd,"Fortitude Valley, Qld",No,,,,,,,,,,395746,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Equipment Purchase,4/12/2024,208000,"Shenzhen Shiningrobotics Co.,Ltd.",China,No,,,,,,,,,,395750,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Subscription/Licence Fees Software,4/12/2024,255433,Unicard Systems Pty Ltd,"St Leonards, Nsw",No,,,,,,,,,,395752,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy Services,4/12/2024,92664,Verticurl Marketing Services Pty Ltd,"Millers Point, Nsw",No,,,,,,,,,,395745,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy Services,5/12/2024,2811719,Accelagen Pty Ltd,"Hawthorn East, Vic",No,,Selective,,,,,,,,395825,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy Services,5/12/2024,115206,Curtin University Of Technology,"Perth, Wa",No,,,,,,,,,,395836,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Building Construction & Maintenance,5/12/2024,50534,Drains Kleen Pty Ltd,"Kunda Park, Qld",No,,,,,,,,,,395809,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Building Construction & Maintenance,5/12/2024,18436,Drains Kleen Pty Ltd,"Kunda Park, Qld",No,,,,,,,,,,395810,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Subscription/Licence Fees Software,5/12/2024,19366,Higher Ed Services Pty Ltd,"Sydney, Nsw",No,,,,,,,,,,395806,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Scientific Equipment,5/12/2024,16424,Quipu S.R.L.,Italy,No,,,,,,,,,,395855,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Event Expenditure,5/12/2024,12788,The Leaf Kitchen,"Gold Coast, Qld",No,,,,,,,,,,395811,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Legal Fees,5/12/2024,11000,Thomson Geer,"Brisbane, Qld",No,,,,,,,,,,395838,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Promotional Items,6/12/2024,23892,Adcall Promotions,"Mount Ommaney, Qld",No,,,,,,,,,,395862,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Building Construction & Maintenance,6/12/2024,69318,Airmaster Corporation Pty Ltd,"Mansfield, Qld",No,,,,,,,,,,395894,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Memberships/Subscriptions,6/12/2024,11406,Australian Access Federation Ltd,"Brisbane, Qld",No,,,,,,,,,,395867,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Equipment Maintenance,6/12/2024,13936,Beckman Coulter Australia P/L,"Lane Cove, Nsw",No,,,,,,,,,,395878,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Furniture,6/12/2024,24402,Bizfurn Express Australia Pty Ltd,"Yandina, Qld",No,,,,,,,,,,395902,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Chemical/Biological Products,6/12/2024,13151,Global Life Sciences Solutions Australia,"Lane Cove, Nsw",No,,,,,,,,,,395871,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Building Construction & Maintenance,6/12/2024,4181672,Intrec Management (Qld) Pty Ltd,"Milton, Qld",No,,Selective,,,,,,,,395892,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Software Support Maintenance,6/12/2024,10626,New Data Solutions Pty Ltd,"Scarborough, Qld",No,,,,,,,,,,395896,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Building Construction & Maintenance,6/12/2024,52531,Plumbrite Solutions Pty. Ltd.,"Cleveland, Qld",No,,,,,,,,,,395889,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Building Construction & Maintenance,6/12/2024,12265,Plumbrite Solutions Pty. Ltd.,"Cleveland, Qld",No,,,,,,,,,,395890,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy Services,6/12/2024,58177,Point & Click Solutions Inc,Usa,No,,,,,,,,,,395895,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Pathology Expenditure,7/12/2024,21645,Aust Nuclear Science & Tech Org -Ansto,"Kirrawee Dc, Nsw",No,,,,,,,,,,395924,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Building Construction & Maintenance,9/12/2024,424531,A1 Building & Property Solutions Pty Ltd,"The Gap, Qld",No,,,,,,,,,,395942,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Scientific Equipment,9/12/2024,549939,Global Life Sciences Solutions Australia,"Lane Cove, Nsw",No,,Limited,"b - (ii) For the protection of patents, copyrights or other exclusive rights which can only be supplied by a particular supplier and no reasonable alternative exists",,,,,,,395943,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Building Construction & Maintenance,9/12/2024,22912,Main Constructions Pty Ltd,"Loganholme, Qld",No,,,,,,,,,,395935,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy Services,9/12/2024,15400,Penjai Sompongchaiyakul,Thailand,No,,,,,,,,,,395937,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Promotional Items,9/12/2024,70609,Queensland T-Shirt Company,"Kedron, Qld",No,,,,,,,,,,395940,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Building Construction & Maintenance,9/12/2024,24888,Versalux Lighting Systems Pty Ltd,"North Mitchcam, Vic",No,,,,,,,,,,395938,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Subscription/Licence Fees Software,10/12/2024,40700,Campus Plus Pty Ltd,"Moore Street City, Act",No,,,,,,,,,,GU-2798,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Scientific Equipment,10/12/2024,127144,Newspec Digital Labs Pty Ltd,"Perth, Wa",No,,,,,,,,,,395947,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Equipment Maintenance,10/12/2024,11293,Nissin Dental Products,Netherlands,No,,,,,,,,,,395948,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Scientific Equipment,10/12/2024,330000,Trendbio Pty Ltd,"Preston, Vic",No,,,,,,,,,,395946,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy Services,10/12/2024,134717,Vivo Group Pty Ltd,"Paddington, Qld",No,,,,,,,,,,395949,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Building Construction & Maintenance,11/12/2024,28932,A1 Building & Property Solutions Pty Ltd,"The Gap, Qld",No,,,,,,,,,,2107310,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy Services,11/12/2024,104418,Acer - Aust Council For Edu Research Ltd,"Camberwell, Vic",No,,,,,,,,,,2107025,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Reference Materials,11/12/2024,56008,Allium Uk Holding Ltd,Uk,No,,,,,,,,,,2106713,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy Services,11/12/2024,11000,Apisalome Movono T/A Bay Consultants,Fiji,No,,,,,,,,,,2108925,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Insurance,11/12/2024,329322,Arthur J. Gallagher & Co (Aus) Limited,"North Sydney, Nsw",No,,,,,,,,,,2108544,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",External Course Delivery,11/12/2024,23909,Australian Academy Of Technological,"Kingston, Act",No,,,,,,,,,,2104622,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy Services,11/12/2024,14548,Australian National University,"Acton, Act",No,,,,,,,,,,2105532,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Reference Materials,11/12/2024,50000,Cambridge University Press,"Port Melbourne, Vic",No,,,,,,,,,,2106172,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Memberships/Subscriptions,11/12/2024,13244,Caudit,"Kingston, Act",No,,,,,,,,,,2103231,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Reference Materials,11/12/2024,50970,Clarivate Analytics (Uk) Limited,Uk,No,,,,,,,,,,2104430,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",External Course Delivery,11/12/2024,25735,Corporate Prepaid Cards Pty Ltd,"Balmain, Nsw",No,,,,,,,,,,2103968,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",External Course Delivery,11/12/2024,17856,Corporate Prepaid Cards Pty Ltd,"Balmain, Nsw",No,,,,,,,,,,2104247,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Reference Materials,11/12/2024,39211,Council Of Aust. University Librarians,"Deakin, Act",No,,,,,,,,,,2104140,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Reference Materials,11/12/2024,50179,Council Of Aust. University Librarians,"Deakin, Act",No,,,,,,,,,,2104408,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Reference Materials,11/12/2024,90714,Council Of Aust. University Librarians,"Deakin, Act",No,,,,,,,,,,2104728,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Reference Materials,11/12/2024,26816,Council Of Aust. University Librarians,"Deakin, Act",No,,,,,,,,,,2105043,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Reference Materials,11/12/2024,159044,Council Of Aust. University Librarians,"Deakin, Act",No,,,,,,,,,,2105044,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Reference Materials,11/12/2024,30050,Council Of Aust. University Librarians,"Deakin, Act",No,,,,,,,,,,2105186,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Reference Materials,11/12/2024,28208,Council Of Aust. University Librarians,"Deakin, Act",No,,,,,,,,,,2105199,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Reference Materials,11/12/2024,20813,Council Of Aust. University Librarians,"Deakin, Act",No,,,,,,,,,,2105201,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Reference Materials,11/12/2024,32676,Council Of Aust. University Librarians,"Deakin, Act",No,,,,,,,,,,2105202,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Reference Materials,11/12/2024,12624,Council Of Aust. University Librarians,"Deakin, Act",No,,,,,,,,,,2105349,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Reference Materials,11/12/2024,58826,Council Of Aust. University Librarians,"Deakin, Act",No,,,,,,,,,,2105379,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Reference Materials,11/12/2024,244438,Council Of Aust. University Librarians,"Deakin, Act",No,,,,,,,,,,2105837,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Reference Materials,11/12/2024,24495,Council Of Aust. University Librarians,"Deakin, Act",No,,,,,,,,,,2105847,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Reference Materials,11/12/2024,49354,Council Of Aust. University Librarians,"Deakin, Act",No,,,,,,,,,,2106507,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Reference Materials,11/12/2024,138574,Council Of Aust. University Librarians,"Deakin, Act",No,,,,,,,,,,2106697,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Reference Materials,11/12/2024,318239,Council Of Aust. University Librarians,"Deakin, Act",No,,,,,,,,,,2106700,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Reference Materials,11/12/2024,108259,Council Of Aust. University Librarians,"Deakin, Act",No,,,,,,,,,,2108496,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Memberships/Subscriptions,11/12/2024,12878,Council Of Australian Postgraduate Assoc,"Southbank, Vic",No,,,,,,,,,,2108043,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy Services,11/12/2024,56210,Directors Australia,"Brisbane City, Qld",No,,,,,,,,,,2108747,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Reference Materials,11/12/2024,14311,Ebsco International Inc,"North Sydney, Nsw",No,,,,,,,,,,2105047,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Reference Materials,11/12/2024,53769,Ebsco International Inc,"North Sydney, Nsw",No,,,,,,,,,,2105048,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Reference Materials,11/12/2024,11230,Ebsco International Inc,"North Sydney, Nsw",No,,,,,,,,,,2105197,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Reference Materials,11/12/2024,393329,Ebsco International Inc,"North Sydney, Nsw",No,,,,,,,,,,2105510 2105949,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Reference Materials,11/12/2024,19022,Ebsco International Inc,"North Sydney, Nsw",No,,,,,,,,,,2106714,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Reference Materials,11/12/2024,91626,Elsevier Inc.,Usa,No,,,,,,,,,,GU-2735,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Reference Materials,11/12/2024,39244,Emerald Publishing Limited,Uk,No,,,,,,,,,,2104967,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy Services,11/12/2024,23870,Ensemble Q,"St Lucia, Qld",No,,,,,,,,,,2107990,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Event Expenditure,11/12/2024,14388,Extreme Marquees Pty Ltd,"Brendale Bc, Qld",No,,,,,,,,,,2108841,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Patent Application Fee,11/12/2024,12178,Fb Rice Pty Ltd,"Sydney South, Nsw",No,,,,,,,,,,2108517,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Cleaning Services,11/12/2024,17380,Flick Anticimex Pty Ltd,"Archerfield, Qld",No,,,,,,,,,,395969,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Building Construction & Maintenance,11/12/2024,29873,Froth Build Pty Ltd,"Palm Beach, Qld",No,,,,,,,,,,2108827,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Reference Materials,11/12/2024,65049,Igroup (Australasia) Pty Ltd,"Melbourne, Vic",No,,,,,,,,,,2106400,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Reference Materials,11/12/2024,79718,John Wiley & Sons Australia Ltd,"Milton, Qld",No,,,,,,,,,,2106690,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Reference Materials,11/12/2024,16422,John Wiley & Sons Australia Ltd,"Milton, Qld",No,,,,,,,,,,2106691,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Reference Materials,11/12/2024,71267,John Wiley & Sons Australia Ltd,"Milton, Qld",No,,,,,,,,,,2106692,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Reference Materials,11/12/2024,10979,Kluwer Law International B.V.,Netherlands,No,,,,,,,,,,2108743,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Reference Materials,11/12/2024,27139,Ma Healthcare Limited,Uk,No,,,,,,,,,,GU-2777 GU-3295,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Reference Materials,11/12/2024,17362,Mcgraw Hill Llc,Usa,No,,,,,,,,,,2106549,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Reference Materials,11/12/2024,25215,Mcgraw Hill Llc,usa,No,,,,,,,,,,2106550,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Scientific Equipment,11/12/2024,10449,Metrohm Australia Pty Limited,"Ryde, Nsw",No,,,,,,,,,,395970,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy Services,11/12/2024,31350,Montroc Pty Ltd,"Hughes, Act",No,,,,,,,,,,2109086,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Reference Materials,11/12/2024,29600,Nearmap Australia Pty Ltd,"Barangaroo, Nsw",No,,,,,,,,,,2106539,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy Services,11/12/2024,90000,"Open Techiz Co., Jsc",Vietnam,No,,,,,,,,,,395968,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Reference Materials,11/12/2024,578897,Ovid Technologies Inc.,Usa,No,,Limited,b - (iii) The absence of competition for technical reasons which can only be supplied by a particular supplier and no reasonable alternative exists,,,,,,,2104269,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Reference Materials,11/12/2024,53849,Ovid Technologies Inc.,Usa,No,,,,,,,,,,2105985,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Reference Materials,11/12/2024,413221,Oxford University Press Uk,Uk,No,,,,,,,,,,GU-2810,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Reference Materials,11/12/2024,52981,Proquest Llc,Usa,No,,,,,,,,,,2104742,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Reference Materials,11/12/2024,540717,Proquest Llc,Usa,No,,Limited,b - (iii) The absence of competition for technical reasons which can only be supplied by a particular supplier and no reasonable alternative exists,,,,,,,GU-2732,,,,,,
